transaction_id,user_id,date,amount,merchant,category,is_known_anomaly,anomaly_type
txn_00042,user_2,2026-03-14T18:05:26,49.68,Chipotle,dining,False,
txn_00440,user_18,2026-02-07T18:57:35,26.33,Uber,transport,False,
txn_00391,user_16,2026-02-07T17:38:49,66.74,Pizza Place,dining,False,
txn_00207,user_9,2026-01-30T19:26:46,23.64,Gas Station,transport,False,
txn_00283,user_12,2026-01-05T15:55:49,68.22,Steam,entertainment,False,
txn_00255,user_11,2026-01-20T18:49:34,42.54,Whole Foods,groceries,False,
txn_00416,user_17,2026-03-10T17:46:17,79.36,Electric Co,utilities,False,
txn_00005,user_1,2026-01-27T16:40:10,64.39,Amazon,shopping,False,
txn_00257,user_11,2026-01-21T17:02:26,67.86,Local Cafe,dining,False,
txn_00453,user_19,2026-01-20T08:28:38,93.28,IKEA,shopping,False,
txn_00101,user_5,2026-03-16T19:45:12,112.18,Costco,groceries,False,
txn_00227,user_10,2026-03-27T21:47:02,41.88,Steam,entertainment,False,
txn_00432,user_18,2026-01-04T14:14:22,65.57,IKEA,shopping,False,
txn_00214,user_9,2026-02-05T07:38:59,57.14,Water Utility,utilities,False,
txn_00426,user_18,2026-02-10T19:52:45,115.76,Trader Joe's,groceries,False,
txn_00172,user_7,2026-03-29T16:47:31,77.02,AMC Theaters,entertainment,False,
txn_00099,user_4,2026-03-27T21:44:16,72.04,Trader Joe's,groceries,False,
txn_00293,user_12,2026-02-26T22:41:23,23.89,Trader Joe's,groceries,False,
txn_00216,user_9,2026-02-09T11:36:42,12.02,Spotify,subscriptions,False,
txn_00062,user_3,2026-01-30T14:21:17,9.7,Local Cafe,dining,False,
txn_00048,user_2,2026-03-11T19:52:35,70.97,Amazon,shopping,False,
txn_00033,user_2,2026-02-27T16:15:55,38.38,Pizza Place,dining,False,
txn_00268,user_11,2026-02-06T17:28:39,52.52,AMC Theaters,entertainment,False,
txn_00328,user_14,2026-01-07T16:18:04,97.42,Water Utility,utilities,False,
txn_00201,user_9,2026-01-06T21:41:01,159.9,Best Buy,shopping,False,
txn_00451,user_19,2026-02-26T08:52:54,36.22,Concert Tickets,entertainment,False,
txn_00028,user_2,2026-01-31T17:08:46,18.38,Spotify,subscriptions,False,
txn_00393,user_16,2026-01-29T16:37:56,21.53,Uber,transport,False,
txn_00231,user_10,2026-03-30T11:27:37,6.76,Netflix,subscriptions,False,
txn_00261,user_11,2026-02-18T13:51:38,93.3,Electric Co,utilities,False,
txn_00289,user_12,2026-02-24T17:02:46,57.66,Pizza Place,dining,False,
txn_00163,user_7,2026-01-04T11:22:23,45.68,Whole Foods,groceries,False,
txn_00429,user_18,2026-01-18T08:32:47,98.96,Concert Tickets,entertainment,False,
txn_00139,user_6,2026-03-30T18:02:29,20.85,Gas Station,transport,False,
txn_00063,user_3,2026-01-09T16:25:43,35.12,Concert Tickets,entertainment,False,
txn_00136,user_6,2026-02-04T17:33:41,34.83,Electric Co,utilities,False,
txn_00129,user_6,2026-02-06T11:43:14,67.3,IKEA,shopping,False,
txn_00481,user_20,2026-03-04T21:48:14,13.95,Chipotle,dining,False,
txn_00009,user_1,2026-03-14T13:56:58,73.22,IKEA,shopping,False,
txn_00327,user_14,2026-01-18T13:02:25,19.55,Adobe,subscriptions,False,
txn_00468,user_19,2026-03-20T13:00:45,40.37,Sushi Bar,dining,False,
txn_00065,user_3,2026-02-03T13:46:50,21.92,Costco,groceries,False,
txn_00301,user_13,2026-01-09T11:45:45,95.06,Water Utility,utilities,False,
txn_00015,user_1,2026-01-02T17:21:07,148.33,Best Buy,shopping,False,
txn_00157,user_7,2026-02-28T17:09:04,89.47,Costco,groceries,False,
txn_00041,user_2,2026-01-24T15:07:56,75.45,Trader Joe's,groceries,False,
txn_00380,user_16,2026-01-09T10:49:08,6.75,Gas Station,transport,False,
txn_00464,user_19,2026-02-10T07:54:21,43.03,Whole Foods,groceries,False,
txn_00407,user_17,2026-02-17T11:01:16,13.28,Spotify,subscriptions,False,
txn_00217,user_9,2026-02-21T09:47:33,25.61,Whole Foods,groceries,False,
txn_00280,user_12,2026-03-31T11:45:49,39.75,Lyft,transport,False,
txn_00439,user_18,2026-01-12T20:24:00,101.77,Water Utility,utilities,False,
txn_00435,user_18,2026-02-18T18:24:20,160.02,Target,shopping,False,
txn_00338,user_14,2026-03-16T17:30:10,57.31,Electric Co,utilities,False,
txn_00237,user_10,2026-03-22T18:59:56,30.52,Gas Station,transport,False,
txn_00208,user_9,2026-01-13T18:09:43,13.54,iCloud,subscriptions,False,
txn_00213,user_9,2026-01-29T18:07:48,19.74,Concert Tickets,entertainment,False,
txn_00296,user_12,2026-02-16T13:07:01,22.29,Metro Transit,transport,False,
txn_00462,user_19,2026-01-19T19:13:33,11.24,Adobe,subscriptions,False,
txn_00252,user_11,2026-03-24T18:05:41,39.56,AMC Theaters,entertainment,False,
txn_00493,user_20,2026-01-08T20:55:08,22.34,Spotify,subscriptions,False,
txn_00463,user_19,2026-03-03T18:44:28,14.52,Adobe,subscriptions,False,
txn_00304,user_13,2026-03-15T18:56:05,14.35,Spotify,subscriptions,False,
txn_00351,user_15,2026-02-04T10:39:47,113.54,Electric Co,utilities,False,
txn_00270,user_11,2026-03-19T13:19:07,80.79,Water Utility,utilities,False,
txn_00202,user_9,2026-01-08T10:31:45,51.6,Gas Station,transport,False,
txn_00162,user_7,2026-03-23T09:44:19,176.43,IKEA,shopping,False,
txn_00044,user_2,2026-02-10T19:41:19,27.12,Local Cafe,dining,False,
txn_00218,user_9,2026-01-28T12:23:19,28.09,Metro Transit,transport,False,
txn_00402,user_17,2026-02-12T12:59:12,24.14,Netflix,subscriptions,False,
txn_00191,user_8,2026-02-17T13:03:25,138.2,Internet Provider,utilities,False,
txn_00310,user_13,2026-02-11T10:16:12,56.71,Best Buy,shopping,False,
txn_00260,user_11,2026-01-25T17:49:18,18.57,Adobe,subscriptions,False,
txn_00106,user_5,2026-02-25T22:29:27,60.83,Pizza Place,dining,False,
txn_00054,user_3,2026-02-24T19:57:09,31.16,Electric Co,utilities,False,
txn_00390,user_16,2026-02-21T08:08:32,17.89,Lyft,transport,False,
txn_00002,user_1,2026-02-18T16:12:45,70.72,Local Market,groceries,False,
txn_00491,user_20,2026-03-10T13:36:17,31.3,Pizza Place,dining,False,
txn_00487,user_20,2026-01-12T21:51:15,52.59,Uber,transport,False,
txn_00050,user_2,2026-01-14T13:38:13,117.35,Best Buy,shopping,False,
txn_00420,user_17,2026-03-14T13:43:52,79.3,Local Cafe,dining,False,
txn_00081,user_4,2026-01-16T17:48:57,12.33,Gas Station,transport,False,
txn_00206,user_9,2026-01-15T13:27:28,68.92,Concert Tickets,entertainment,False,
txn_00035,user_2,2026-01-02T11:26:31,111.9,Trader Joe's,groceries,False,
txn_00431,user_18,2026-03-19T13:49:20,65.25,Concert Tickets,entertainment,False,
txn_00264,user_11,2026-01-21T16:05:58,13.99,Spotify,subscriptions,False,
txn_00428,user_18,2026-02-19T13:48:47,180.86,Best Buy,shopping,False,
txn_00367,user_15,2026-03-30T16:19:10,12.47,Chipotle,dining,False,
txn_00092,user_4,2026-02-21T11:39:34,45.53,IKEA,shopping,False,
txn_00340,user_14,2026-02-01T11:01:28,72.98,Whole Foods,groceries,False,
txn_00478,user_20,2026-02-10T22:22:00,50.59,AMC Theaters,entertainment,False,
txn_00053,user_3,2026-01-17T19:28:35,196.26,Target,shopping,False,
txn_00346,user_14,2026-02-01T12:49:18,16.16,Spotify,subscriptions,False,
txn_00265,user_11,2026-01-29T10:26:03,50.6,Steam,entertainment,False,
txn_00242,user_10,2026-01-12T15:37:35,101.29,Water Utility,utilities,False,
txn_00014,user_1,2026-02-18T11:35:55,149.53,Internet Provider,utilities,False,
txn_00316,user_13,2026-03-05T16:15:51,115.93,Best Buy,shopping,False,
txn_00089,user_4,2026-03-16T22:00:22,18.61,IKEA,shopping,False,
txn_00388,user_16,2026-01-03T17:02:28,22.84,Chipotle,dining,False,
txn_00274,user_11,2026-01-24T11:33:34,138.62,Best Buy,shopping,False,
txn_00167,user_7,2026-02-02T11:43:34,16.74,IKEA,shopping,False,
txn_00329,user_14,2026-02-19T12:52:39,84.04,Internet Provider,utilities,False,
txn_00497,user_20,2026-02-05T16:31:20,188.22,Best Buy,shopping,False,
txn_00135,user_6,2026-03-19T10:48:43,5.52,Spotify,subscriptions,False,
txn_00307,user_13,2026-02-27T11:56:53,42.41,Metro Transit,transport,False,
txn_00485,user_20,2026-01-06T12:27:06,74.71,Concert Tickets,entertainment,False,
txn_00320,user_13,2026-02-17T12:29:07,97.4,Water Utility,utilities,False,
txn_00244,user_10,2026-03-06T09:51:57,76.96,Sushi Bar,dining,False,
txn_00055,user_3,2026-03-11T14:08:02,101.81,Trader Joe's,groceries,False,
txn_00364,user_15,2026-01-12T11:30:20,41.81,Lyft,transport,False,
txn_00051,user_3,2026-02-13T16:31:16,57.5,Pizza Place,dining,False,
txn_00461,user_19,2026-01-04T08:07:53,10.75,Gas Station,transport,False,
txn_00175,user_7,2026-01-18T11:50:28,32.98,Amazon,shopping,False,
txn_00446,user_18,2026-02-12T11:20:38,23.41,Lyft,transport,False,
txn_00190,user_8,2026-01-28T13:06:43,29.46,Lyft,transport,False,
txn_00501,user_1,2026-02-15T14:30:00,4800.0,Electronics Superstore,shopping,True,unusually_large_amount
txn_00188,user_8,2026-03-11T14:41:06,37.3,Lyft,transport,False,
txn_00170,user_7,2026-03-03T16:18:44,36.09,Local Market,groceries,False,
txn_00059,user_3,2026-02-12T19:51:15,93.77,Concert Tickets,entertainment,False,
txn_00049,user_2,2026-02-08T13:07:56,34.16,Target,shopping,False,
txn_00345,user_14,2026-03-29T17:30:12,163.68,Best Buy,shopping,False,
txn_00236,user_10,2026-01-23T09:11:49,48.34,Internet Provider,utilities,False,
txn_00253,user_11,2026-03-27T15:19:11,32.97,Uber,transport,False,
txn_00022,user_1,2026-01-09T09:42:30,57.94,AMC Theaters,entertainment,False,
txn_00314,user_13,2026-03-14T10:02:41,100.78,Whole Foods,groceries,False,
txn_00460,user_19,2026-03-01T15:09:22,71.16,Concert Tickets,entertainment,False,
txn_00161,user_7,2026-03-29T13:06:48,24.95,Netflix,subscriptions,False,
txn_00277,user_12,2026-02-15T21:42:40,16.08,AMC Theaters,entertainment,False,
txn_00444,user_18,2026-03-22T14:06:08,37.66,Lyft,transport,False,
txn_00192,user_8,2026-02-05T09:42:13,77.71,Sushi Bar,dining,False,
txn_00386,user_16,2026-01-30T12:12:59,41.17,Local Cafe,dining,False,
txn_00294,user_12,2026-02-16T19:09:43,57.22,Uber,transport,False,
txn_00414,user_17,2026-01-20T14:03:39,34.06,Costco,groceries,False,
txn_00344,user_14,2026-02-10T16:22:43,41.1,Pizza Place,dining,False,
txn_00258,user_11,2026-02-16T19:18:48,148.12,IKEA,shopping,False,
txn_00309,user_13,2026-01-08T13:10:10,21.17,AMC Theaters,entertainment,False,
txn_00150,user_6,2026-02-08T17:55:09,62.82,Concert Tickets,entertainment,False,
txn_00131,user_6,2026-03-11T12:04:03,54.63,Pizza Place,dining,False,
txn_00152,user_7,2026-02-18T18:15:36,56.31,Lyft,transport,False,
txn_00360,user_15,2026-03-11T17:29:17,89.27,Electric Co,utilities,False,
txn_00100,user_4,2026-02-17T12:19:06,51.62,Chipotle,dining,False,
txn_00373,user_15,2026-02-16T09:53:35,110.9,Whole Foods,groceries,False,
txn_00088,user_4,2026-03-01T19:57:49,8.42,Gas Station,transport,False,
txn_00459,user_19,2026-01-02T14:23:25,38.46,Trader Joe's,groceries,False,
txn_00331,user_14,2026-02-13T11:38:32,142.67,Electric Co,utilities,False,
txn_00215,user_9,2026-03-26T12:17:44,72.41,AMC Theaters,entertainment,False,
txn_00467,user_19,2026-02-21T13:01:47,49.12,IKEA,shopping,False,
txn_00122,user_5,2026-03-03T22:04:36,100.43,Costco,groceries,False,
txn_00504,user_3,2026-03-02T03:17:00,62.5,Gas Station,transport,True,unusual_time
txn_00021,user_1,2026-01-31T18:31:52,143.63,Electric Co,utilities,False,
txn_00189,user_8,2026-03-04T08:44:23,78.97,Water Utility,utilities,False,
txn_00072,user_3,2026-01-23T16:53:00,98.29,Water Utility,utilities,False,
txn_00107,user_5,2026-03-17T09:17:56,11.45,Spotify,subscriptions,False,
txn_00271,user_11,2026-01-07T11:07:53,38.23,Sushi Bar,dining,False,
txn_00349,user_14,2026-01-19T13:59:28,5.84,Netflix,subscriptions,False,
txn_00436,user_18,2026-02-16T14:23:48,20.07,Local Market,groceries,False,
txn_00103,user_5,2026-02-08T08:22:34,71.58,AMC Theaters,entertainment,False,
